X,Y,R,G,B
100,25,145,94,86
101,25,148,94,87
102,25,146,96,83
103,25,147,91,87
104,25,146,90,84
105,25,143,91,77
106,25,142,89,77
107,25,142,86,84
108,25,141,85,79
109,25,140,86,79
110,25,128,88,79
111,25,121,88,80
112,25,119,83,79
113,25,107,85,79
114,25,107,83,78
115,25,103,80,81
116,25,96,82,84
117,25,95,79,82
118,25,93,76,79
119,25,87,77,80
0,26,82,117,84
1,26,81,118,87
2,26,81,118,85
3,26,89,117,85
4,26,87,119,88
5,26,85,119,92
6,26,88,120,89
7,26,87,126,94
8,26,88,127,98
9,26,90,130,96
10,26,88,135,94
11,26,92,138,90
12,26,94,141,89
13,26,91,144,85
14,26,91,146,89
15,26,95,149,87
16,26,96,154,87
17,26,90,159,86
18,26,90,164,82
19,26,92,166,89
20,26,98,165,90
21,26,96,166,86
22,26,98,167,76
23,26,103,165,74
24,26,107,163,83
25,26,101,164,84
26,26,103,163,86
27,26,106,159,89
28,26,104,157,80
29,26,109,159,81
30,26,108,157,91
31,26,106,159,89
32,26,103,161,83
33,26,110,160,91
34,26,111,162,88
35,26,110,164,84
36,26,112,166,88
37,26,109,168,86
38,26,109,168,84
39,26,118,164,80
40,26,118,163,84
41,26,118,162,88
42,26,118,162,88
43,26,117,162,81
44,26,114,164,79
45,26,115,168,79
46,26,122,165,83
47,26,127,163,83
48,26,119,167,81
49,26,119,167,85
50,26,125,165,90
51,26,129,162,83
52,26,129,163,77
53,26,126,165,77
54,26,130,156,79
55,26,130,156,79
56,26,130,158,80
57,26,134,151,86
58,26,134,149,85
59,26,135,147,86
60,26,136,146,84
61,26,134,143,85
62,26,134,143,87
63,26,135,141,91
64,26,132,140,87
65,26,130,139,86
66,26,132,136,85
67,26,134,133,84
68,26,136,132,88
69,26,145,129,91
70,26,148,127,89
71,26,145,129,91
72,26,147,126,90
73,26,146,125,89
74,26,146,126,82
75,26,151,121,81
76,26,152,118,86
77,26,147,119,83
78,26,148,117,84
79,26,153,111,87
80,26,148,114,87
81,26,144,115,82
82,26,144,113,82
83,26,151,108,88
84,26,149,108,85
85,26,153,109,86
86,26,157,108,86
87,26,159,104,88
88,26,153,105,89
89,26,154,105,87
90,26,156,102,84
91,26,152,102,85
92,26,149,101,90
93,26,153,98,87
94,26,154,100,84
95,26,156,97,83
96,26,153,96,86
97,26,150,95,88
98,26,148,98,86
99,26,152,96,88
100,26,153,91,93
101,26,151,92,89
102,26,151,93,83
103,26,156,90,87
104,26,153,89,90
105,26,144,92,87
106,26,138,92,81
107,26,137,90,83
108,26,136,90,80
109,26,135,87,76
110,26,124,89,81
111,26,117,92,80
112,26,117,85,82
113,26,104,87,79
114,26,106,84,78
115,26,106,81,78
116,26,98,83,81
117,26,101,78,81
118,26,95,78,75
119,26,89,78,77
0,27,84,112,91
1,27,80,119,89
2,27,84,121,88
3,27,88,118,90
4,27,87,118,92
5,27,85,119,94
6,27,85,121,95
7,27,85,124,95
8,27,89,125,102
9,27,91,127,99
10,27,92,133,94
11,27,87,141,86
12,27,89,145,83
13,27,93,144,84
14,27,93,145,82
15,27,97,147,91
16,27,96,151,94
17,27,92,158,86
18,27,93,162,84
19,27,97,162,85
20,27,100,161,93
21,27,99,166,89
22,27,103,170,79
23,27,106,170,73
24,27,108,166,76
25,27,107,165,75
26,27,104,166,77
27,27,106,162,82
28,27,103,162,81
29,27,106,159,85
30,27,106,159,89
31,27,101,164,84
32,27,106,160,83
33,27,113,159,87
34,27,116,160,88
35,27,113,159,91
36,27,113,162,86
37,27,114,164,81
38,27,116,166,88
39,27,120,165,83
40,27,122,162,82
41,27,121,164,86
42,27,117,164,84
43,27,120,163,80
44,27,118,164,82
45,27,120,165,83
46,27,122,166,81
47,27,126,165,79
48,27,120,165,81
49,27,119,166,87
50,27,122,164,93
51,27,130,160,91
52,27,129,162,85
53,27,124,162,83
54,27,128,161,83
55,27,125,160,84
56,27,129,157,81
57,27,134,152,82
58,27,131,152,81
59,27,133,150,85
60,27,135,147,86
61,27,132,144,85
62,27,135,143,81
63,27,135,143,81
64,27,133,142,86
65,27,135,138,89
66,27,137,135,88
67,27,136,134,87
68,27,136,135,85
69,27,139,133,87
70,27,145,130,83
71,27,144,129,82
72,27,147,126,86
73,27,150,125,86
74,27,146,125,87
75,27,145,123,89
76,27,148,122,85
77,27,145,123,80
78,27,146,120,83
79,27,148,116,86
80,27,151,115,86
81,27,151,113,85
82,27,153,111,78
83,27,155,108,88
84,27,151,108,90
85,27,152,111,84
86,27,153,110,84
87,27,157,108,86
88,27,155,103,86
89,27,158,100,90
90,27,155,102,88
91,27,149,104,85
92,27,151,101,86
93,27,151,101,84
94,27,154,100,82
95,27,159,96,81
96,27,153,99,81
97,27,150,99,89
98,27,148,98,88
99,27,150,95,84
100,27,156,92,94
101,27,157,91,92
102,27,156,91,85
103,27,157,90,85
104,27,153,89,88
105,27,141,92,86
106,27,137,90,85
107,27,136,90,78
108,27,130,91,81
109,27,127,90,80
110,27,122,89,82
111,27,118,86,83
112,27,117,82,87
113,27,112,81,85
114,27,110,80,86
115,27,107,82,82
116,27,104,82,78
117,27,100,80,80
118,27,95,79,78
119,27,93,77,77
0,28,81,113,95
1,28,78,119,89
2,28,80,124,91
3,28,89,124,91
4,28,92,121,95
5,28,92,120,90
6,28,92,118,98
7,28,92,118,98
8,28,93,124,100
9,28,93,127,102
10,28,101,132,97
11,28,96,138,92
12,28,91,140,92
13,28,92,143,85
14,28,97,143,84
15,28,102,142,92
16,28,102,144,93
17,28,95,153,88
18,28,94,158,84
19,28,101,158,86
20,28,103,160,89
21,28,102,167,79
22,28,100,170,78
23,28,101,171,77
24,28,109,170,76
25,28,109,170,76
26,28,108,168,79
27,28,110,164,80
28,28,109,163,81
29,28,109,161,80
30,28,108,159,83
31,28,107,163,83
32,28,116,161,80
33,28,117,159,81
34,28,116,160,84
35,28,115,160,88
36,28,114,164,81
37,28,118,164,82
38,28,118,163,86
39,28,116,166,88
40,28,121,166,83
41,28,120,163,80
42,28,118,166,83
43,28,120,165,81
44,28,117,165,78
45,28,118,164,80
46,28,120,163,82
47,28,123,164,79
48,28,121,165,79
49,28,121,164,81
50,28,123,163,86
51,28,129,159,90
52,28,129,159,86
53,28,123,161,82
54,28,125,161,80
55,28,125,160,82
56,28,130,156,81
57,28,133,154,81
58,28,132,153,82
59,28,133,151,79
60,28,131,149,84
61,28,132,144,83
62,28,135,146,81
63,28,137,142,83
64,28,134,141,84
65,28,133,142,86
66,28,132,140,87
67,28,132,137,90
68,28,136,134,89
69,28,136,133,82
70,28,140,133,79
71,28,146,128,84
72,28,150,127,87
73,28,148,128,87
74,28,145,124,85
75,28,146,122,89
76,28,145,124,83
77,28,142,125,76
78,28,151,121,81
79,28,152,117,81
80,28,157,114,85
81,28,156,111,83
82,28,153,113,79
83,28,151,113,81
84,28,158,109,85
85,28,155,107,82
86,28,152,109,80
87,28,155,109,84
88,28,154,106,83
89,28,153,103,88
90,28,152,102,87
91,28,147,105,85
92,28,156,103,82
93,28,154,102,81
94,28,152,101,82
95,28,157,98,82
96,28,157,98,82
97,28,148,98,86
98,28,155,94,88
99,28,159,96,81
100,28,159,94,87
101,28,153,95,90
102,28,149,97,82
103,28,153,93,81
104,28,147,93,86
105,28,138,93,90
106,28,137,92,87
107,28,136,90,80
108,28,127,90,82
109,28,122,88,84
110,28,118,87,79
111,28,116,88,77
112,28,112,86,79
113,28,115,84,83
114,28,114,82,84
115,28,112,83,79
116,28,109,82,78
117,28,103,83,78
118,28,97,80,72
119,28,97,77,75
0,29,78,113,90
1,29,83,117,89
2,29,82,119,91
3,29,85,122,91
4,29,89,122,88
5,29,92,122,89
6,29,91,124,92
7,29,90,125,90
8,29,91,124,92
9,29,93,129,94
10,29,96,132,90
11,29,98,134,92
12,29,99,137,97
13,29,99,143,87
14,29,99,143,87
15,29,103,144,89
16,29,103,145,87
17,29,96,145,94
18,29,95,150,91
19,29,106,154,85
20,29,105,159,81
21,29,104,165,83
22,29,103,168,80
23,29,101,171,77
24,29,107,172,79
25,29,107,170,78
26,29,109,169,80
27,29,112,166,84
28,29,113,163,80
29,29,107,162,80
30,29,115,161,84
31,29,115,161,86
32,29,113,160,81
33,29,115,159,83
34,29,115,159,85
35,29,115,162,82
36,29,117,162,81
37,29,120,162,84
38,29,118,162,90
39,29,122,160,90
40,29,121,164,86
41,29,121,164,81
42,29,123,161,82
43,29,122,163,78
44,29,122,163,78
45,29,124,159,81
46,29,125,160,86
47,29,121,164,86
48,29,123,162,80
49,29,123,162,80
50,29,126,161,86
51,29,128,157,92
52,29,128,158,86
53,29,130,157,84
54,29,128,159,80
55,29,128,159,82
56,29,129,157,81
57,29,130,156,79
58,29,133,151,79
59,29,137,151,80
60,29,135,151,82
61,29,137,148,83
62,29,136,146,86
63,29,135,144,89
64,29,135,144,87
65,29,133,143,80
66,29,133,141,79
67,29,131,137,83
68,29,136,135,83
69,29,139,135,75
70,29,141,131,78
71,29,142,130,80
72,29,142,130,80
73,29,146,127,86
74,29,149,126,84
75,29,148,125,84
76,29,143,126,79
77,29,144,123,80
78,29,151,117,83
79,29,149,117,78
80,29,154,115,76
81,29,156,113,82
82,29,153,112,83
83,29,155,111,75
84,29,158,109,75
85,29,156,111,81
86,29,155,109,82
87,29,157,106,84
88,29,158,107,88
89,29,155,106,88
90,29,153,106,85
91,29,148,107,80
92,29,158,102,80
93,29,155,102,81
94,29,154,100,84
95,29,157,98,84
96,29,157,99,80
97,29,156,96,87
98,29,159,94,89
99,29,164,95,84
100,29,159,96,79
101,29,153,96,83
102,29,147,97,86
103,29,149,95,77
104,29,145,95,80
105,29,136,94,86
106,29,132,93,83
107,29,131,91,84
108,29,128,91,85
109,29,118,93,81
110,29,119,92,76
111,29,117,90,74
112,29,113,88,76
113,29,117,86,78
114,29,112,87,75
115,29,107,86,73
116,29,108,82,72
117,29,106,82,74
118,29,103,83,69
119,29,100,78,70
0,30,86,113,92
1,30,92,113,95
2,30,90,116,98
3,30,83,124,92
4,30,87,127,86
5,30,94,127,91
6,30,91,127,90
7,30,89,128,88
8,30,94,127,91
9,30,99,128,89
10,30,97,135,83
11,30,97,134,87
12,30,99,137,86
13,30,99,143,83
14,30,101,145,82
15,30,100,147,83
16,30,103,146,89
17,30,107,148,93
18,30,109,151,91
19,30,109,152,85
20,30,107,158,81
21,30,107,161,84
22,30,108,165,82
23,30,107,172,79
24,30,107,172,79
25,30,112,170,79
26,30,111,169,76
27,30,111,166,77
28,30,113,166,77
29,30,109,167,77
30,30,111,163,82
31,30,108,165,84
32,30,112,161,83
33,30,115,161,84
34,30,120,163,82
35,30,117,165,78
36,30,114,164,83
37,30,122,161,86
38,30,123,160,88
39,30,126,158,92
40,30,122,161,86
41,30,118,164,80
42,30,126,162,79
43,30,126,162,79
44,30,123,162,78
45,30,125,160,82
46,30,123,162,78
47,30,124,164,87
48,30,127,161,91
49,30,128,159,82
50,30,125,160,84
51,30,125,160,86
52,30,128,158,84
53,30,126,159,82
54,30,132,159,79
55,30,132,159,77
56,30,128,159,78
57,30,131,157,82
58,30,134,152,80
59,30,135,150,86
60,30,134,151,86
61,30,137,151,80
62,30,137,148,85
63,30,135,145,85
64,30,134,144,83
65,30,134,144,79
66,30,141,142,81
67,30,137,140,80
68,30,137,141,76
69,30,140,138,77
70,30,142,134,80
71,30,145,134,74
72,30,145,133,78
73,30,144,131,81
74,30,147,129,83
75,30,149,127,78
76,30,152,129,73
77,30,149,125,76
78,30,150,123,77
79,30,150,123,77
80,30,158,116,78
81,30,162,112,79
82,30,157,115,79
83,30,159,113,76
84,30,156,115,72
85,30,155,112,79
86,30,157,109,78
87,30,155,109,74
88,30,157,109,80
89,30,157,108,86
90,30,156,105,83
91,30,153,105,80
92,30,153,104,84
93,30,153,104,82
94,30,157,101,81
95,30,160,100,79
96,30,160,100,79
97,30,157,98,86
98,30,156,98,90
99,30,163,97,83
100,30,165,97,79
101,30,158,96,85
102,30,155,94,88
103,30,149,95,79
104,30,139,96,81
105,30,132,95,85
106,30,126,94,82
107,30,130,89,87
108,30,126,90,86
109,30,120,92,79
110,30,124,90,79
111,30,122,89,78
112,30,114,91,80
113,30,115,89,77
114,30,112,87,75
115,30,107,85,77
116,30,106,83,80
117,30,103,83,76
118,30,102,84,69
119,30,98,82,69
0,31,88,112,92
1,31,90,114,95
2,31,94,116,95
3,31,90,123,91
4,31,95,123,86
5,31,95,123,90
6,31,95,129,90
7,31,94,131,87
8,31,100,126,90
9,31,104,126,91
10,31,97,132,86
11,31,103,132,90
12,31,102,137,87
13,31,100,141,86
14,31,101,144,88
15,31,101,149,90
16,31,103,146,89
17,31,110,146,91
18,31,112,149,91
19,31,112,150,87
20,31,112,152,86
21,31,110,155,85
22,31,112,161,83
23,31,115,164,88
24,31,111,167,84
25,31,106,171,76
26,31,112,170,79
27,31,112,168,78
28,31,115,168,77
29,31,113,168,83
30,31,112,167,82
31,31,111,169,76
32,31,113,166,77
33,31,113,165,79
34,31,118,166,81
35,31,117,162,81
36,31,116,162,85
37,31,122,162,84
38,31,128,158,84
39,31,131,157,92
40,31,125,160,86
41,31,117,163,77
42,31,122,162,80
43,31,129,160,83
44,31,127,163,83
45,31,126,161,83
46,31,131,157,82
47,31,131,157,80
48,31,129,160,83
49,31,128,161,81
50,31,126,160,80
51,31,128,161,81
52,31,129,160,83
53,31,130,157,84
54,31,136,157,83
55,31,132,159,79
56,31,131,158,78
57,31,133,154,83
58,31,134,151,88
59,31,134,152,84
60,31,134,152,80
61,31,134,153,78
62,31,135,148,80
63,31,135,145,83
64,31,133,145,87
65,31,129,146,83
66,31,134,144,83
67,31,137,142,81
68,31,137,140,80
69,31,137,141,76
70,31,140,137,81
71,31,146,131,84
72,31,148,131,80
73,31,147,130,81
74,31,151,130,80
75,31,150,129,77
76,31,150,126,78
77,31,150,126,82
78,31,151,124,78
79,31,151,122,75
80,31,153,115,78
81,31,158,114,79
82,31,157,116,75
83,31,157,116,75
84,31,157,114,74
85,31,156,112,75
86,31,158,109,78
87,31,159,111,75
88,31,157,110,73
89,31,154,107,77
90,31,153,107,81
91,31,154,106,81
92,31,156,102,84
93,31,160,104,84
94,31,162,101,83
95,31,161,101,80
96,31,164,98,84
97,31,158,99,85
98,31,154,100,82
99,31,160,99,72
100,31,162,94,83
101,31,155,92,88
102,31,148,93,84
103,31,142,95,79
104,31,137,93,81
105,31,133,94,83
106,31,129,94,85
107,31,130,90,83
108,31,130,90,85
109,31,127,89,84
110,31,121,91,79
111,31,115,93,78
112,31,113,92,78
113,31,118,88,75
114,31,120,84,78
115,31,110,86,78
116,31,105,85,81
117,31,106,85,73
118,31,108,82,72
119,31,103,82,73
0,32,91,109,96
1,32,93,115,92
2,32,94,116,93
3,32,88,122,92
4,32,96,121,92
5,32,99,122,92
6,32,94,128,87
7,32,99,131,88
8,32,103,129,95
9,32,105,128,99
10,32,102,130,95
11,32,100,133,85
12,32,101,136,86
13,32,105,138,86
14,32,101,143,90
15,32,105,144,99
16,32,110,144,92
17,32,115,144,89
18,32,111,148,90
19,32,111,151,87
20,32,109,151,91
21,32,112,153,91
22,32,112,158,86
23,32,115,158,91
24,32,115,160,90
25,32,111,168,82
26,32,113,167,88
27,32,115,168,81
28,32,115,168,79
29,32,113,168,81
30,32,118,168,81
31,32,120,169,78
32,32,116,167,79
33,32,112,167,80
34,32,112,166,84
35,32,119,161,85
36,32,117,162,83
37,32,120,163,82
38,32,124,162,83
39,32,125,160,86
40,32,121,160,85
41,32,118,163,86
42,32,120,163,82
43,32,128,161,81
44,32,131,159,83
45,32,128,158,84
46,32,131,158,88
47,32,135,159,83
48,32,134,160,81
49,32,126,160,80
50,32,122,160,79
51,32,128,159,82
52,32,131,159,83
53,32,133,155,88
54,32,133,153,87
55,32,132,155,81
56,32,132,156,75
57,32,139,156,77
58,32,135,154,77
59,32,128,154,79
60,32,131,152,77
61,32,134,153,76
62,32,131,150,80
63,32,135,146,79
64,32,136,148,78
65,32,136,147,82
66,32,138,146,82
67,32,138,145,77
68,32,136,139,79
69,32,140,138,79
70,32,140,137,83
71,32,142,134,82
72,32,145,134,76
73,32,145,134,76
74,32,150,132,72
75,32,151,130,76
76,32,146,126,80
77,32,146,124,79
78,32,151,124,80
79,32,154,124,82
80,32,154,120,79
81,32,156,119,79
82,32,159,118,79
83,32,157,116,75
84,32,155,117,73
85,32,158,115,75
86,32,161,111,78
87,32,158,111,75
88,32,159,110,77
89,32,161,110,73
90,32,163,109,77
91,32,161,107,80
92,32,159,106,78
93,32,159,104,79
94,32,159,102,78
95,32,167,99,81
96,32,168,101,82
97,32,164,99,80
98,32,159,98,80
99,32,156,97,81
100,32,154,98,83
101,32,152,97,86
102,32,145,96,85
103,32,139,96,83
104,32,137,93,83
105,32,132,95,85
106,32,129,94,85
107,32,129,89,82
108,32,127,90,82
109,32,126,91,82
110,32,121,91,83
111,32,117,91,82
112,32,114,91,78
113,32,118,88,75
114,32,118,86,76
115,32,110,85,80
116,32,107,85,81
117,32,109,83,73
118,32,106,80,73
119,32,96,83,76
0,33,92,112,87
1,33,94,112,95
2,33,93,116,97
3,33,91,119,98
4,33,97,117,103
5,33,96,124,92
6,33,94,131,87
7,33,96,132,92
8,33,100,132,99
9,33,104,132,100
10,33,104,133,94
11,33,104,134,90
12,33,106,133,92
13,33,105,138,86
14,33,107,142,91
15,33,114,140,102
16,33,110,144,92
17,33,113,145,91
18,33,115,144,91
19,33,110,148,83
20,33,108,148,85
21,33,112,153,84
22,33,113,156,87
23,33,118,156,93
24,33,115,161,86
25,33,111,165,85
26,33,114,165,88
27,33,117,165,80
28,33,115,166,78
29,33,118,168,85
30,33,119,167,83
31,33,119,167,81
32,33,120,165,83
33,33,118,168,85
34,33,115,165,84
35,33,126,161,88
36,33,129,160,83
37,33,123,163,83
38,33,124,162,86
39,33,129,156,87
40,33,127,155,93
41,33,126,160,94
42,33,128,160,88
43,33,126,159,82
44,33,129,160,81
45,33,130,157,84
46,33,129,156,87
47,33,133,155,88
48,33,131,157,84
49,33,131,158,78
50,33,128,159,82
51,33,131,156,86
52,33,130,156,83
53,33,130,155,85
54,33,135,153,85
55,33,132,155,81
56,33,131,158,78
57,33,135,153,83
58,33,136,153,81
59,33,133,155,79
60,33,134,153,76
61,33,131,152,77
62,33,127,152,78
63,33,136,150,79
64,33,137,149,75
65,33,136,148,74
66,33,136,148,78
67,33,141,145,76
68,33,138,145,77
69,33,138,144,79
70,33,142,139,74
71,33,146,135,77
72,33,146,135,77
73,33,146,136,73
74,33,145,133,67
75,33,150,129,75
76,33,149,128,74
77,33,149,128,74
78,33,154,123,74
79,33,154,121,75
80,33,154,120,77
81,33,156,120,75
82,33,163,114,78
83,33,168,112,74
84,33,164,114,72
85,33,165,111,77
86,33,163,112,77
87,33,165,112,71
88,33,165,111,68
89,33,169,108,74
90,33,167,105,81
91,33,166,104,82
92,33,168,103,82
93,33,169,102,84
94,33,168,99,88
95,33,165,102,84
96,33,163,104,78
97,33,159,102,78
98,33,156,100,78
99,33,150,98,81
100,33,148,99,81
101,33,144,100,78
102,33,135,100,82
103,33,133,96,86
104,33,135,96,84
105,33,136,96,76
106,33,131,95,75
107,33,131,92,82
108,33,130,93,80
109,33,125,93,83
110,33,124,89,85
111,33,119,91,80
112,33,114,91,78
113,33,117,89,80
114,33,116,90,80
115,33,111,87,77
116,33,108,85,75
117,33,108,85,75
118,33,104,85,76
119,33,96,84,74
0,34,92,113,85
1,34,94,113,91
2,34,95,113,98
3,34,98,114,99
4,34,98,119,98
5,34,97,127,96
6,34,97,132,88
7,34,97,131,92
8,34,100,133,95
9,34,103,135,93
10,34,108,135,92
11,34,109,135,92
12,34,115,133,95
13,34,112,136,89
14,34,107,141,88
15,34,114,140,93
16,34,110,146,93
17,34,110,146,93
18,34,119,145,93
19,34,117,149,88
20,34,108,152,87
21,34,108,153,85
22,34,116,152,87
23,34,117,153,91
24,34,115,159,87
25,34,115,158,89
26,34,117,162,85
27,34,116,168,77
28,34,121,167,81
29,34,120,164,88
30,34,120,167,88
31,34,124,167,82
32,34,122,167,86
33,34,126,169,86
34,34,124,167,84
35,34,124,163,79
36,34,128,165,80
37,34,125,165,86
38,34,129,159,88
39,34,134,155,86
40,34,131,156,88
41,34,131,159,86
42,34,131,159,86
43,34,130,157,84
44,34,132,155,83
45,34,129,157,81
46,34,127,156,87
47,34,132,154,85
48,34,133,157,80
49,34,137,156,81
50,34,136,155,90
51,34,130,156,90
52,34,130,158,82
53,34,132,155,81
54,34,132,154,87
55,34,131,154,82
56,34,134,155,82
57,34,135,153,81
58,34,132,153,82
59,34,135,153,81
60,34,134,152,80
61,34,135,152,76
62,34,135,152,76
63,34,139,151,76
64,34,139,151,76
65,34,137,149,75
66,34,136,149,72
67,34,143,149,74
68,34,140,144,74
69,34,139,143,75
70,34,144,139,72
71,34,141,138,75
72,34,141,138,73
73,34,148,133,70
74,34,146,134,70
75,34,147,131,75
76,34,150,130,71
77,34,152,129,71
78,34,157,124,74
79,34,158,124,67
80,34,159,122,66
81,34,165,118,72
82,34,168,116,76
83,34,166,115,75
84,34,167,114,75
85,34,170,111,83
86,34,167,114,77
87,34,163,115,74
88,34,165,110,74
89,34,166,105,75
90,34,166,107,79
91,34,163,108,81
92,34,169,105,79
93,34,169,102,82
94,34,165,101,79
95,34,164,102,75
96,34,161,103,79
97,34,158,100,79
98,34,148,102,77
99,34,144,102,77
100,34,148,99,81
101,34,144,100,78
102,34,135,102,81
103,34,134,100,82
104,34,134,100,84
105,34,136,98,81
106,34,136,96,78
107,34,136,94,86
108,34,131,93,85
109,34,124,94,79
110,34,126,92,76
111,34,121,93,71
112,34,117,92,78
113,34,117,92,80
114,34,117,91,82
115,34,111,90,79
116,34,110,90,74
117,34,108,85,73
118,34,103,85,70
119,34,96,84,70
0,35,99,107,98
1,35,101,112,99
2,35,97,116,96
3,35,100,117,93
4,35,98,119,89
5,35,99,122,92
6,35,102,128,92
7,35,102,130,93
8,35,102,134,94
9,35,106,136,94
10,35,109,139,90
11,35,108,142,87
12,35,110,139,86
13,35,112,139,84
14,35,110,141,89
15,35,111,142,91
16,35,112,146,89
17,35,113,148,88
18,35,114,147,88
19,35,117,148,94
20,35,118,148,90
21,35,115,151,86
22,35,121,149,89
23,35,122,151,89
24,35,121,156,85
25,35,119,154,90
26,35,120,156,87
27,35,120,164,78
28,35,123,163,86
29,35,122,164,89
30,35,122,168,82
31,35,125,168,83
32,35,126,169,88
33,35,128,167,92
34,35,126,166,89
35,35,120,169,82
36,35,124,166,77
37,35,128,161,79
38,35,130,161,87
39,35,132,163,84
40,35,129,162,83
41,35,132,157,88
42,35,133,155,86
43,35,131,157,84
44,35,134,155,84
45,35,133,154,83
46,35,131,153,84
47,35,133,155,79
48,35,137,156,81
49,35,136,153,88
50,35,129,155,89
51,35,130,155,85
52,35,133,154,81
53,35,133,155,79
54,35,135,152,87
55,35,135,153,83
56,35,134,152,82
57,35,134,152,80
58,35,132,153,80
59,35,136,153,81
60,35,133,153,85
61,35,131,154,82
62,35,137,151,76
63,35,139,151,72
64,35,139,151,76
65,35,139,151,76
66,35,137,149,75
67,35,139,150,69
68,35,142,148,71
69,35,143,145,74
70,35,148,141,72
71,35,147,139,75
72,35,147,137,74
73,35,147,136,76
74,35,147,134,75
75,35,148,132,74
76,35,154,132,71
77,35,155,131,69
78,35,154,130,68
79,35,158,127,67
80,35,160,125,69
81,35,163,121,72
82,35,166,121,77
83,35,163,122,77
84,35,166,119,72
85,35,170,115,74
86,35,169,114,75
87,35,167,114,77
88,35,170,109,77
89,35,171,108,77
90,35,172,110,76
91,35,170,109,75
92,35,169,106,75
93,35,168,104,75
94,35,167,103,72
95,35,165,103,76
96,35,159,102,76
97,35,157,99,78
98,35,150,100,81
99,35,145,101,79
100,35,146,99,80
101,35,142,101,74
102,35,135,101,76
103,35,137,99,82
104,35,136,97,83
105,35,133,96,84
106,35,137,97,81
107,35,133,95,81
108,35,129,94,87
109,35,126,93,86
110,35,122,96,75
111,35,124,93,76
112,35,120,90,80
113,35,119,89,78
114,35,116,88,79
115,35,109,90,78
116,35,104,91,73
117,35,107,86,73
118,35,103,85,70
119,35,96,85,66
0,36,98,103,99
1,36,100,108,101
2,36,100,115,96
3,36,103,118,92
4,36,107,119,88
5,36,104,120,92
6,36,103,123,96
7,36,105,127,92
8,36,106,130,95
9,36,106,136,92
10,36,107,141,86
11,36,107,144,83
12,36,108,143,81
13,36,114,141,87
14,36,110,141,89
15,36,111,142,89
16,36,120,143,85
17,36,116,146,90
18,36,116,148,89
19,36,121,148,93
20,36,124,149,91
21,36,124,150,85
22,36,127,151,86
23,36,127,148,87
24,36,127,149,85
25,36,125,151,88
26,36,123,156,90
27,36,123,156,88
28,36,124,158,87
29,36,125,160,84
30,36,126,164,81
31,36,128,165,82
32,36,131,165,85
33,36,129,168,84
34,36,129,168,82
35,36,125,168,85
36,36,131,167,82
37,36,135,164,84
38,36,132,162,88
39,36,133,164,85
40,36,130,164,82
41,36,130,161,87
42,36,129,159,88
43,36,131,158,88
44,36,136,156,88
45,36,136,153,81
46,36,136,153,81
47,36,138,151,83
48,36,136,152,83
49,36,132,152,84
50,36,130,155,85
51,36,136,152,83
52,36,138,151,85
53,36,138,151,85
54,36,138,151,87
55,36,134,152,84
56,36,135,151,80
57,36,135,153,81
58,36,135,153,83
59,36,137,151,80
60,36,135,153,81
61,36,131,154,80
62,36,132,154,76
63,36,137,152,74
64,36,139,151,74
65,36,135,155,73
66,36,135,152,78
67,36,139,151,74
68,36,141,148,73
69,36,141,146,74
70,36,143,143,72
71,36,145,142,72
72,36,148,140,77
73,36,145,140,75
74,36,148,138,75
75,36,153,136,71
76,36,152,133,67
77,36,151,134,67
78,36,153,130,72
79,36,157,130,71
80,36,160,125,71
81,36,162,121,76
82,36,169,119,75
83,36,169,120,73
84,36,166,119,74
85,36,169,119,75
86,36,172,114,74
87,36,175,113,74
88,36,175,111,73
89,36,175,110,79
90,36,173,107,77
91,36,172,108,68
92,36,169,108,72
93,36,165,104,72
94,36,165,103,78
95,36,163,104,78
96,36,158,101,73
97,36,154,101,76
98,36,150,101,77
99,36,147,100,79
100,36,146,99,80
101,36,147,101,75
102,36,142,102,81
103,36,140,97,82
104,36,141,95,81
105,36,140,97,80
106,36,136,98,81
107,36,129,97,81
108,36,128,95,83
109,36,123,96,82
110,36,117,98,77
111,36,125,93,79
112,36,129,88,77
113,36,125,89,74
114,36,119,89,76
115,36,113,90,75
116,36,106,90,75
117,36,106,88,74
118,36,104,86,69
119,36,101,85,70
0,37,100,103,95
1,37,104,109,96
2,37,103,113,94
3,37,105,115,93
4,37,109,116,100
5,37,105,119,101
6,37,103,123,96
7,37,107,126,94
8,37,109,129,90
9,37,109,137,91
10,37,111,142,93
11,37,109,143,89
12,37,112,144,90
13,37,118,140,92
14,37,117,142,88
15,37,115,142,90
16,37,120,142,89
17,37,118,145,88
18,37,120,147,94
19,37,118,147,94
20,37,121,150,85
21,37,121,153,81
22,37,125,152,86
23,37,131,148,86
24,37,130,149,86
25,37,127,148,89
26,37,125,151,88
27,37,127,154,88
28,37,126,155,86
29,37,128,158,84
30,37,129,162,83
31,37,130,162,81
32,37,132,163,82
33,37,126,169,84
34,37,129,168,84
35,37,129,168,82
36,37,129,169,80
37,37,134,165,84
38,37,133,164,85
39,37,133,163,76
40,37,133,162,82
41,37,129,161,91
42,37,126,164,83
43,37,130,161,85
44,37,135,158,89
45,37,136,155,78
46,37,138,155,78
47,37,141,152,84
48,37,141,152,82
49,37,138,153,84
50,37,135,152,87
51,37,135,153,83
52,37,135,151,84
53,37,140,149,89
54,37,137,150,84
55,37,131,154,80
56,37,133,155,79
57,37,136,153,81
